libId,TOTAL_READS,PF_READS,PF_HQ_ALIGNED_READS,MEAN_READ_LENGTH,STRAND_BALANCE,RIBOSOMAL_BASES,CODING_BASES,UTR_BASES,INTRONIC_BASES,INTERGENIC_BASES,PCT_RIBOSOMAL_BASES,PCT_CODING_BASES,PCT_UTR_BASES,PCT_INTRONIC_BASES,PCT_INTERGENIC_BASES,PCT_MRNA_BASES,MEDIAN_CV_COVERAGE,fastq_total_reads,reads_aligned_sam,aligned,reads_with_mult_align,algn_seg_with_mult_algn,no_feature,ambiguous,alignment_not_unique,PERCENT_DUPLICATION,mapped_reads_w_dups
lib4814_C5TTJACXX,6894617,6894617,5509373,49.352871,0.500298,2229964,145465083,120513253,37503861,34550022,0.006554,0.427509,0.354178,0.110221,0.101539,0.781687,0.51531,7432322,6894620,92.80%,1385245,20.10%,554611,334733,7949463,0.417805,0.927653
lib4815_C5TTJACXX,8670971,8670971,6996229,49.370502,0.500823,4911489,188065470,154721812,42369901,38013008,0.011473,0.439322,0.361431,0.098976,0.088799,0.800753,0.481616,9198022,8670974,94.30%,1674743,19.30%,615287,424660,9032226,0.432999,0.9427
lib4816_C5TTJACXX,8816517,8816517,7581278,49.386505,0.500472,3700479,185313420,170285092,49540487,26567846,0.008499,0.42561,0.391094,0.11378,0.061018,0.816704,0.467545,9306591,8816520,94.70%,1235240,14.00%,891867,426500,5877431,0.381492,0.947341
lib4817_C5TTJACXX,6188902,6188902,5267064,49.325656,0.500284,1318632,144991644,115772573,25703599,17479293,0.00432,0.474969,0.379252,0.084201,0.057259,0.854221,0.572838,6774867,6188905,91.40%,921839,14.90%,431971,333285,4364067,0.38163,0.913509
lib4818_C5TTJACXX,6902257,6902257,5976169,49.333337,0.499874,2221955,162904651,129214799,29782037,16381212,0.006525,0.478421,0.37948,0.087464,0.048109,0.857902,0.564619,7532076,6902260,91.60%,926089,13.40%,533231,368655,4043253,0.380209,0.916382
lib4819_C5TTJACXX,7686239,7686239,6565665,49.349013,0.500309,1822623,179859427,141240957,35460063,20917467,0.004805,0.474187,0.372372,0.093488,0.055147,0.84656,0.562198,8347208,7686242,92.10%,1120575,14.60%,619440,401549,5155840,0.396913,0.920816
lib4820_C5TTJACXX,8848375,8848375,7242568,49.37658,0.500718,4743390,192024916,174056612,34495365,31571960,0.010857,0.439525,0.398398,0.078956,0.072265,0.837923,0.482309,9364974,8848378,94.50%,1605808,18.10%,497973,451617,7966269,0.448386,0.944837
lib4821_C5TTJACXX,7379889,7379889,5700104,49.337566,0.500546,2846629,157970535,137327129,29219659,36734238,0.007818,0.433868,0.377171,0.080252,0.100891,0.811039,0.546647,7940816,7379892,92.90%,1679786,22.80%,350439,367568,9161036,0.495651,0.929362
lib4822_C5TTJACXX,7025746,7025746,5754518,49.333614,0.500467,3429135,158801418,128128616,28792440,27447111,0.009894,0.458171,0.369675,0.083071,0.07919,0.827846,0.514235,7596163,7025749,92.50%,1271229,18.10%,420409,356399,6643336,0.443621,0.924907
lib4823_C4W9KACXX,8984836,8984836,7777925,49.370684,0.500335,3401830,200777444,187190335,35235026,16971490,0.007669,0.452634,0.422003,0.079434,0.038261,0.874637,0.479409,9484675,8984839,94.70%,1206912,13.40%,645120,473665,4589355,0.403331,0.9473
lib4824_C4W9KACXX,8419260,8419260,7108492,49.326236,0.501093,1290480,214106418,167138819,17264940,15480849,0.003107,0.515569,0.402471,0.041574,0.037278,0.918041,0.54212,9031285,8419263,93.20%,1310769,15.60%,241089,506405,5250665,0.473429,0.932233
lib4825_C4W9KACXX,6261423,6261423,5218260,49.317376,0.500617,2424814,138798897,125277564,24504300,17784555,0.007853,0.449493,0.405705,0.079356,0.057594,0.855198,0.558915,6769490,6261426,92.50%,1043164,16.70%,393240,364519,4713243,0.428101,0.924948
lib4826_C4W9KACXX,7873759,7873759,6684667,49.360895,0.50002,1976758,182539610,151332514,32156406,20642549,0.005086,0.469679,0.389382,0.082739,0.053114,0.859061,0.485558,8374951,7873762,94.00%,1189093,15.10%,545933,425894,5328003,0.380643,0.940156
lib4827_C4W9KACXX,8410550,8410550,6762793,49.354521,0.500616,3000257,173201170,168267791,35992655,34625852,0.007228,0.417264,0.405379,0.086711,0.083418,0.822643,0.502385,8891624,8410553,94.60%,1647758,19.60%,506610,440057,8537422,0.444805,0.945896
lib4828_C4W9KACXX,6071050,6071050,4594559,49.281847,0.500644,1009778,129404063,103677780,28142065,36951342,0.003375,0.432522,0.346534,0.094062,0.123507,0.779056,0.603673,6590598,6071053,92.10%,1476492,24.30%,326558,282512,8842151,0.441939,0.921168
lib4829_C4W9KACXX,5758744,5758744,4715040,49.279983,0.50009,2761841,125546452,111314609,23449123,20711736,0.009732,0.442402,0.392252,0.08263,0.072984,0.834654,0.588963,6252765,5758747,92.10%,1043705,18.10%,355497,288897,5175206,0.410879,0.920992
lib4830_C4W9KACXX,6746605,6746605,5645966,49.284216,0.50029,2821769,142730215,134997930,29695257,22247617,0.008487,0.429273,0.406018,0.089311,0.066912,0.835291,0.612896,7341868,6746608,91.90%,1100640,16.30%,488389,367715,5346632,0.445369,0.918922
lib4831_C4W9KACXX,7832776,7832776,6634045,49.363062,0.500558,4400094,164258078,150649361,42077906,25254827,0.01138,0.424835,0.389637,0.10883,0.065319,0.814472,0.457236,8272789,7832779,94.70%,1198732,15.30%,729695,375548,5780440,0.377655,0.946812
lib4832_C4W9KACXX,6561012,6561012,5481984,49.328337,0.500711,1790864,137333863,145357425,22007564,17145781,0.005534,0.424348,0.449139,0.068001,0.052979,0.873487,0.635937,7104507,6561015,92.40%,1079029,16.40%,350765,394483,4714330,0.476749,0.9235
lib4833_C4W9KACXX,7566093,7566093,6500219,49.324328,0.500301,1917414,177620299,146578680,29038827,18029341,0.005138,0.475959,0.392778,0.077814,0.048312,0.868737,0.52629,8170338,7566096,92.60%,1065875,14.10%,493054,436769,4690914,0.416831,0.926044
lib4834_C4W9KACXX,8542829,8542829,7192568,49.348881,0.500327,4504172,175054555,180291102,37965245,23754059,0.010684,0.415245,0.427667,0.090057,0.056347,0.842913,0.554064,9166076,8542832,93.20%,1350262,15.80%,655135,472305,5972742,0.439288,0.932005
lib4835_C4W9KACXX,8605693,8605693,7354491,49.36313,0.500223,5891283,174640496,163019823,52571756,28669933,0.013869,0.411119,0.383763,0.123759,0.067492,0.794883,0.459663,9110863,8605696,94.50%,1251203,14.50%,949490,389147,6092221,0.392316,0.944553
lib4836_C4W9KACXX,6951922,6951922,5958384,49.269566,0.500251,2651564,155235066,132484145,34262464,17877013,0.007742,0.453228,0.386804,0.100033,0.052194,0.840031,0.574024,7609598,6951925,91.40%,993539,14.30%,615556,376440,4356989,0.398687,0.913573
lib4837_C4W9KACXX,6437453,6437453,5531598,49.307292,0.499707,1912970,150548138,117026550,30921607,16997149,0.006027,0.474307,0.368696,0.09742,0.05355,0.843004,0.553712,6977208,6437456,92.30%,905856,14.10%,544744,325741,4143697,0.37203,0.92264
lib4886_C5TTJACXX,33187614,33187614,27749084,49.378518,0.500255,8904031,793212530,666456668,91430734,78702102,0.005434,0.484048,0.406697,0.055794,0.048027,0.890745,0.464029,34879426,33187617,95.10%,5438531,16.40%,1343158,1787414,23272751,0.606551,0.951495
lib4887_C5TTJACXX,5913566,5913566,5186625,49.336874,0.500209,1317953,142529189,114132202,22501643,11270000,0.004517,0.48853,0.391197,0.077126,0.038629,0.879728,0.576783,6462914,5913569,91.50%,726942,12.30%,406471,329832,2938011,0.386604,0.915
lib4889_C5TTJACXX,6696781,6696781,5696140,49.35862,0.500254,2616844,165279365,127025926,21967569,13647137,0.007917,0.500033,0.384302,0.06646,0.041288,0.884335,0.594602,7241856,6696784,92.50%,1000642,14.90%,369777,409729,3976228,0.446893,0.924733
lib4890_C5TTJACXX,7200893,7200893,5408014,49.36186,0.500232,4241130,139743254,131522026,35355121,44579446,0.011932,0.393155,0.370025,0.099468,0.12542,0.76318,0.500602,7568247,7200896,95.10%,1792880,24.90%,411499,332972,10561275,0.468988,0.951461
lib4895_C5TTJACXX,7729537,7729537,6557390,49.335033,0.500682,1226265,190485919,148281728,24053544,17281529,0.003216,0.499532,0.388855,0.063078,0.045319,0.888387,0.590759,8374496,7729540,92.30%,1172148,15.20%,385435,428839,5042353,0.469177,0.922985
lib4896_C5TTJACXX,8561501,8561501,7085796,49.340002,0.500567,1763583,210076886,160172540,25294175,25107764,0.004175,0.497324,0.379183,0.05988,0.059439,0.876507,0.582721,9256219,8561504,92.50%,1475706,17.20%,355305,459696,6956305,0.500502,0.924946
lib4898_C5TTJACXX,7879731,7879731,6718670,49.378059,0.500416,5288870,155106648,175559424,33131815,19988055,0.013593,0.398656,0.451223,0.085155,0.051373,0.849879,0.550738,8331351,7879734,94.60%,1161062,14.70%,595050,426115,4846534,0.425504,0.945793
lib4899_C5TTJACXX,7094441,7094441,6291281,49.351526,0.499782,2874320,163979624,135966459,34093149,13200958,0.00821,0.46836,0.388349,0.097377,0.037705,0.856709,0.519242,7667462,7094444,92.50%,803161,11.30%,664994,390574,3070420,0.36925,0.925266
lib4906_C5TTHACXX,10798251,10798251,8684129,49.35531,0.500858,1943256,252015913,212582215,30571562,35824981,0.003646,0.472881,0.398888,0.057364,0.067222,0.871768,0.490814,11312972,10798254,95.50%,2114123,19.60%,365406,554642,10103692,0.474815,0.954502
lib4908_C5TTHACXX,8679438,8679438,7667243,49.328335,0.499893,3040670,211156014,163246855,33782272,16907963,0.007102,0.493201,0.381299,0.078906,0.039492,0.8745,0.5053,9357831,8679441,92.80%,1012196,11.70%,615869,478333,4162561,0.430282,0.927505
lib4909_C5TTHACXX,9037113,9037113,7013242,49.361098,0.500259,2558763,241098985,162422916,23950683,16041264,0.005736,0.540493,0.364118,0.053692,0.035961,0.904611,0.497886,9558087,9037116,94.50%,2023872,22.40%,392480,433890,6870437,0.498724,0.945494
lib4910_C5TTHACXX,11202370,11202370,9797940,49.362975,0.500408,5249773,262076442,229595990,38152735,17892926,0.009494,0.473946,0.415207,0.068996,0.032358,0.889153,0.465172,11773400,11202373,95.10%,1404431,12.50%,697143,612017,5087379,0.434314,0.951498
lib4912_C5TTHACXX,3205870,3205870,1423817,49.283523,0.501139,769625,37001291,31389274,33529194,55303953,0.004871,0.234195,0.198675,0.212219,0.35004,0.43287,0.71461,3477965,3205873,92.20%,1782054,55.60%,274587,85060,12625815,0.646885,0.921766
lib4914_C5TTHACXX,13342884,13342884,11582112,49.36175,0.500515,10546879,291662029,279439901,51368568,25592862,0.016014,0.442845,0.424288,0.077996,0.038859,0.867133,0.479894,14051618,13342887,95.00%,1760773,13.20%,940202,706917,6666016,0.465801,0.949562
lib4918_C5TTHACXX,9558958,9558958,7668214,49.341113,0.501049,6476522,171128278,215411618,39186064,39434106,0.013732,0.36284,0.456733,0.083085,0.083611,0.819573,0.642151,10105270,9558961,94.60%,1890745,19.80%,565405,537990,9508807,0.524531,0.945938
lib4920_C5TTHACXX,6073475,6073475,5181789,49.311345,0.500496,1806062,136457533,119976398,24953891,16290779,0.006031,0.455641,0.40061,0.083323,0.054396,0.856251,0.595092,6605504,6073478,91.90%,891687,14.70%,421565,345673,4086293,0.396332,0.919457
lib4922_C5TTHACXX,10297901,10297901,8841306,49.357422,0.500311,8712309,220627053,206315108,45639340,26971649,0.017141,0.434079,0.405921,0.089794,0.053066,0.84,0.482965,10821700,10297904,95.20%,1456596,14.10%,803270,521636,6361617,0.447299,0.951597
lib4923_C5TTHACXX,7984574,7984574,6792200,49.319256,0.500729,4220049,186569029,142021476,35754574,25220791,0.010717,0.473783,0.360657,0.090797,0.064047,0.83444,0.496921,8589892,7984577,93.00%,1192375,14.90%,588033,410983,5936369,0.438649,0.929531
lib4924_C5TTJACXX,8509029,8509029,7250355,49.351004,0.500403,3113089,204863309,166105339,26577213,19259837,0.007414,0.487864,0.395566,0.063291,0.045866,0.88343,0.539422,9139599,8509032,93.10%,1258675,14.80%,432996,462145,5399464,0.470334,0.931007
lib4929_C5TTJACXX,8029949,8029949,6875970,49.364858,0.500538,3525578,191355452,161021760,24889189,15595652,0.008894,0.482749,0.406223,0.06279,0.039344,0.888972,0.599894,8615058,8029952,93.20%,1153980,14.40%,422007,429416,4564530,0.473513,0.932083
lib4935_C5TTJACXX,7683128,7683128,6568612,49.304174,0.500149,2444240,185778892,146714826,24564904,19299245,0.006453,0.490438,0.387313,0.064849,0.050948,0.877751,0.58282,8587843,7683131,89.50%,1114517,14.50%,394864,421228,5040881,0.470674,0.894652
lib4936_C5TTJACXX,5050629,5050629,4412199,49.300432,0.500178,2535287,117864994,94806395,23219035,10567463,0.010182,0.473367,0.380759,0.093252,0.042441,0.854126,0.569165,5615687,5050632,89.90%,638431,12.60%,429089,267323,2605168,0.360764,0.899379
lib4952_C5TTHACXX,5123838,5123838,4318132,49.34634,0.500988,746076,128370525,97622985,13932397,12165712,0.002951,0.507719,0.386109,0.055104,0.048117,0.893829,0.587982,5612468,5123841,91.30%,805707,15.70%,210623,280710,3546035,0.409068,0.912938
lib4953_C5TTHACXX,6200688,6200688,5008901,49.364018,0.501817,436525,147946978,129500370,12608885,15590491,0.001426,0.483355,0.423089,0.041194,0.050935,0.906444,0.655624,6755963,6200691,91.80%,1191788,19.20%,141211,397362,5090705,0.510765,0.91781
lib4954_C5TTHACXX,9536127,9536127,8098587,49.397661,0.50067,3031109,235782592,199519973,17947121,14770745,0.006435,0.500545,0.423563,0.0381,0.031357,0.924109,0.492059,10047339,9536130,94.90%,1437541,15.10%,264315,549810,5368245,0.463184,0.94912
lib4957_C5TTHACXX,8774908,8774908,7676733,49.386277,0.50038,6728681,192281469,172587183,41143491,20609796,0.015527,0.443709,0.398263,0.094943,0.047559,0.841972,0.493649,9376746,8774911,93.60%,1098176,12.50%,765176,468615,4575823,0.436911,0.935816
lib4959_C5TTHACXX,6885729,6885729,935333,49.098556,0.497133,1200993,14041560,19554609,93861943,209412677,0.003552,0.041534,0.057842,0.277639,0.619433,0.099376,0.781864,7384898,6885732,93.20%,5950397,86.40%,388034,33167,46054123,0.861935,0.932407
lib4976_C5TTJACXX,6234762,6234762,5586435,49.329156,0.500159,2618876,150253176,118126474,26906134,9644065,0.008515,0.488551,0.384091,0.087486,0.031358,0.872642,0.555745,6810253,6234765,91.50%,648328,10.40%,533549,326898,2292184,0.372224,0.915496
lib4977_C5TTJACXX,7460542,7460542,6709225,49.351464,0.500004,4151833,160503422,145744776,43924263,13855539,0.011277,0.435938,0.395852,0.119301,0.037633,0.83179,0.563375,8108568,7460545,92.00%,751318,10.10%,884181,389960,2694516,0.382595,0.920081
lib4979_C5TTJACXX,8247610,8247610,7270382,49.362269,0.500752,1797418,202413722,150352042,38214167,14335600,0.004415,0.497193,0.369313,0.093866,0.035213,0.866506,0.514914,8872294,8247613,93.00%,977229,11.80%,726753,466112,3692102,0.368039,0.929592
lib4983_C5TTHACXX,8300783,8300783,7012990,49.351041,0.5005,1649567,207157155,162122109,20661915,18052561,0.004027,0.505701,0.395764,0.050439,0.044069,0.901466,0.596673,9002903,8300786,92.20%,1287794,15.50%,308578,471825,5470351,0.487531,0.922012
lib4985_C5TTHACXX,6314334,6314334,5211349,49.36155,0.50029,1137642,156877702,118594406,17124639,17944304,0.00365,0.503332,0.380502,0.054943,0.057573,0.883834,0.593277,6775584,6314337,93.20%,1102986,17.50%,230085,342178,5121603,0.439009,0.931925
lib4986_C5TTHACXX,8287208,8287208,7172401,49.387203,0.500661,2897218,190535700,168930502,30260204,16648612,0.007079,0.465548,0.412759,0.073937,0.040679,0.878306,0.471791,8711599,8287211,95.10%,1114808,13.50%,539282,446065,4503376,0.394611,0.951284
lib4993_C5TTHACXX,25948010,25948010,22266420,49.345744,0.500546,4562512,682837514,496956582,55308347,40725064,0.003563,0.533304,0.388129,0.043196,0.031807,0.921434,0.574561,27897710,25948013,93.00%,3681591,14.20%,890986,1478929,13985347,0.617653,0.930113
lib4994_C5TTHACXX,8284446,8284446,7307928,49.388968,0.500685,6225463,185281500,172082184,31914102,13646638,0.015216,0.452846,0.420585,0.078001,0.033354,0.873431,0.481019,8712913,8284449,95.10%,976519,11.80%,610958,431584,3462785,0.402518,0.950824
lib4997_C5TTHACXX,8192779,8192779,7195398,49.37773,0.500588,5103150,190835672,155226204,38220573,15147471,0.012615,0.471744,0.383717,0.094481,0.037444,0.855461,0.476215,8698721,8192782,94.20%,997382,12.20%,724213,433899,3759862,0.37418,0.941837
lib5002_C5TTHACXX,9939592,9939592,8407540,49.381882,0.500664,6032475,208540390,226387350,29374500,20485775,0.012291,0.424882,0.461243,0.059848,0.041738,0.886125,0.588169,10478008,9939595,94.90%,1532053,15.40%,481357,587165,5948653,0.500568,0.948615
lib5004_C5TTHACXX,4965484,4965484,4317191,49.350362,0.5006,1386589,116630296,103331212,15073287,8621957,0.005659,0.475958,0.421686,0.061513,0.035185,0.897644,0.593086,5371293,4965487,92.40%,648294,13.10%,265594,304571,2468675,0.405472,0.924449
lib5007_C5TTHACXX,6324811,6324811,5272727,49.329765,0.500678,1077585,158362053,122687215,15090382,14777604,0.003454,0.507579,0.393235,0.048367,0.047365,0.900814,0.602695,6841933,6324814,92.40%,1052085,16.60%,207848,359886,4554719,0.438218,0.924419
lib5009_C5TTHACXX,6986029,6986029,6207499,49.355671,0.500039,3781602,166170957,139080973,24123846,11634805,0.010968,0.481946,0.403377,0.069966,0.033744,0.885322,0.57402,7526631,6986032,92.80%,778531,11.10%,449972,367553,2940723,0.459201,0.928175
lib5013_C5TTHACXX,9760307,9760307,8291542,49.374464,0.500187,1890955,248372979,193468223,20695855,17471919,0.003924,0.515404,0.40147,0.042946,0.036256,0.916874,0.496878,10295713,9760310,94.80%,1468766,15.00%,306104,545643,5838442,0.453523,0.947997
lib5017_C5TTHACXX,8561116,8561116,7632496,49.326395,0.499969,3112337,197349087,164151579,41971533,15695238,0.00737,0.467342,0.388727,0.099393,0.037168,0.85607,0.551575,9283437,8561119,92.20%,928621,10.80%,816884,453429,3570289,0.396698,0.922193
lib5019_C5TTHACXX,8315299,8315299,7247290,49.351064,0.500192,3989518,186282943,166001343,35730010,18355950,0.009722,0.453951,0.404527,0.08707,0.044731,0.858477,0.541213,8957112,8315302,92.80%,1068010,12.80%,654774,468895,4392915,0.425783,0.928346
lib5020_C64RUACXX,9881382,9881382,8006823,49.306687,0.500538,3256752,225241188,193628958,31452136,33626603,0.006685,0.462313,0.397428,0.064556,0.069019,0.859741,0.472262,10472910,9881385,94.40%,1874560,19.00%,404859,510074,9087185,0.451096,0.943518
lib5022_C64RUACXX,10737416,10737416,8995497,49.323589,0.500677,3239171,255853134,228833003,21284609,20383895,0.006116,0.483112,0.432092,0.04019,0.03849,0.915204,0.483225,11332030,10737419,94.80%,1741920,16.20%,292754,578097,6853722,0.457934,0.947528
lib5026_C64RUACXX,8841061,8841061,6389911,49.287117,0.501115,1481040,170953334,185095879,29631807,48576558,0.003399,0.39233,0.424787,0.068004,0.111481,0.817117,0.595808,9439048,8841064,93.70%,2451151,27.70%,215791,473653,13165330,0.555416,0.936648
lib5027_C64RUACXX,891360,891360,499713,49.188972,0.500643,194891,9899683,18580653,4989825,10178867,0.004445,0.225794,0.423791,0.113809,0.232161,0.649585,1.187337,1104517,891363,80.70%,391648,43.90%,23246,45382,2466602,0.561137,0.807013
lib5037_C64RUACXX,10630796,10630796,8889862,49.30765,0.500193,10991703,223213252,202897375,52231603,34831890,0.02097,0.425846,0.387087,0.099647,0.066452,0.812933,0.455069,11274730,10630799,94.30%,1740935,16.40%,871428,506934,8223225,0.4212,0.942887
lib5041_C5TTHACXX,8966195,8966195,7475760,49.3471,0.501014,3414209,208992474,193167221,19351261,17518526,0.007717,0.47236,0.436592,0.043737,0.039595,0.908952,0.503342,9441823,8966198,95.00%,1490436,16.60%,269457,510128,5863897,0.454254,0.949625
lib5042_C5TTHACXX,8227173,8227173,6905032,49.344559,0.500411,2751384,182075757,171973142,28098822,21056937,0.006778,0.448511,0.423625,0.069216,0.05187,0.872137,0.482661,8670424,8227176,94.90%,1322142,16.10%,449015,436115,5753185,0.409714,0.948878
lib5044_C5TTHACXX,7755768,7755768,5906833,49.332538,0.500609,1625102,161005349,159953560,25022428,34994625,0.004248,0.420818,0.418069,0.065401,0.091465,0.838887,0.53621,8177514,7755771,94.80%,1848936,23.80%,247113,395175,9489897,0.47961,0.948426
lib5056_C5TTHACXX,10692501,10692501,9294739,49.350838,0.500478,6760672,226956450,215801567,53604194,24546385,0.012812,0.430112,0.408972,0.101587,0.046519,0.839083,0.455216,11310665,10692504,94.50%,1397763,13.10%,1006268,527555,5731253,0.402194,0.945347
lib5057_C5TTHACXX,6094679,6094679,5236330,49.350586,0.500175,4342224,120210270,119781358,36375184,20059029,0.014437,0.399678,0.398252,0.120941,0.066693,0.79793,0.488011,6434502,6094682,94.70%,858350,14.10%,663239,270442,4163240,0.355089,0.947187
lib5059_C64RUACXX,10385083,10385083,8524329,49.33394,0.50068,2833664,238801744,218097853,24530722,28059601,0.005531,0.466115,0.425704,0.047881,0.054769,0.891819,0.501814,10962259,10385086,94.70%,1860755,17.90%,293740,549612,8268159,0.481491,0.947349
lib5061_C64RUACXX,13971341,13971341,11761217,49.32737,0.499993,7914551,285338686,303263950,53369800,39260418,0.011485,0.414046,0.440057,0.077443,0.05697,0.854104,0.523415,15013991,13971344,93.10%,2210125,15.80%,870199,737922,9894806,0.512479,0.930555
lib5063_C64RUACXX,10536082,10536082,9070530,49.324276,0.500695,4263284,241627739,218779018,34484521,20517307,0.008204,0.464962,0.420995,0.066358,0.039481,0.885957,0.467379,11481499,10536085,91.80%,1465553,13.90%,596905,567133,5811093,0.427885,0.917657
lib5066_C64RUACXX,3794129,3794129,3122055,49.334069,0.500688,1115690,75862260,91317746,10356900,8522184,0.005961,0.405302,0.487874,0.055333,0.045531,0.893176,0.613538,4093891,3794132,92.70%,672075,17.70%,155432,223567,2694415,0.381509,0.926778
lib5068_C64RUACXX,5925048,5925048,5116630,49.32806,0.500488,1668173,143871217,119231288,14738863,12754679,0.005708,0.492264,0.407957,0.05043,0.043641,0.900222,0.471894,6355446,5925051,93.20%,808419,13.60%,228442,334594,3459481,0.363565,0.932279
lib5069_C64RUACXX,10758380,10758380,8929146,49.32836,0.500567,2816670,243406113,227590328,29714508,27150281,0.005308,0.45867,0.428867,0.055994,0.051162,0.887538,0.494435,11476415,10758383,93.70%,1829235,17.00%,428133,559285,7945268,0.459734,0.937434
lib5070_C64RUACXX,5804503,5804503,4828622,49.338842,0.500849,2577382,128806418,128456050,14330689,12209039,0.009,0.449776,0.448552,0.050041,0.042632,0.898328,0.536969,6177064,5804506,94.00%,975882,16.80%,208837,318207,3873430,0.413748,0.939686
lib5073_C64RUACXX,8673275,8673275,7713915,49.332952,0.500417,4421639,182869797,169668439,52091104,18815634,0.010334,0.427399,0.396546,0.121746,0.043976,0.823945,0.448233,9233463,8673278,93.90%,959361,11.10%,1017248,395442,3878410,0.34544,0.939331
lib5083_C5TTHACXX,9765792,9765792,8335471,49.349248,0.50038,3381458,231708500,201246933,26543322,19041093,0.007017,0.480802,0.417593,0.055078,0.039511,0.898395,0.475904,10282806,9765795,95.00%,1430322,14.60%,435314,514093,5699158,0.421488,0.949721
lib5086_C5TTHACXX,7872846,7872846,6904902,49.340928,0.500003,2661742,173466588,165137001,31433494,15744060,0.006852,0.446569,0.425126,0.080922,0.040531,0.871695,0.481846,8322367,7872849,94.60%,967945,12.30%,582211,415861,3878277,0.386884,0.945986
lib5093_C5TTHACXX,8545979,8545979,7165959,49.338772,0.500557,5786573,161409475,174808744,49564202,30067973,0.013724,0.382817,0.414596,0.117552,0.071313,0.797413,0.508481,9051879,8545982,94.40%,1380021,16.10%,867428,416287,6678148,0.401723,0.944111
lib5098_C64RUACXX,9932676,9932676,2498353,49.083084,0.500553,3407949,59407789,65934166,108699511,250069226,0.00699,0.121858,0.135244,0.222965,0.512943,0.257102,0.546701,10358707,9932679,95.90%,7434324,74.80%,261809,143384,55959553,0.786175,0.958872
lib5099_C64RUACXX,9495585,9495585,7388813,49.292878,0.500394,2553881,204231935,193197536,27971908,40096898,0.005456,0.436345,0.412769,0.059762,0.085668,0.849114,0.505738,10110542,9495588,93.90%,2106773,22.20%,265663,502195,10848894,0.489125,0.939177
lib5104_C64RUACXX,9047350,9047350,6673526,49.290107,0.500563,3287683,176213620,184988512,30492202,50950067,0.007373,0.395158,0.414836,0.068379,0.114255,0.809994,0.547095,9590611,9047353,94.30%,2373825,26.20%,230994,454268,13143828,0.532926,0.943355
lib5105_C64RUACXX,8674910,8674910,6644610,49.291939,0.500213,1975031,189889841,165641561,26833806,43251956,0.004619,0.444091,0.387382,0.062756,0.101152,0.831473,0.496219,9170583,8674913,94.60%,2030301,23.40%,226931,431171,11122550,0.467564,0.94595
lib5107_C64RUACXX,10275151,10275151,8506817,49.304313,0.500021,3345439,227870726,206004135,35656792,33718467,0.006604,0.449808,0.406644,0.070385,0.066559,0.856453,0.472086,10870369,10275154,94.50%,1768335,17.20%,510423,526543,8674064,0.448294,0.945244
lib5109_C64RUACXX,10503455,10503455,8864411,49.3122,0.500494,7298225,222820714,203502971,52644806,31667806,0.014091,0.430211,0.392913,0.101644,0.061143,0.823124,0.459162,11141961,10503458,94.30%,1639045,15.60%,902286,504957,7563444,0.403374,0.942694
lib5111_C64RUACXX,9863733,9863733,8158820,49.299159,0.500773,4244065,213244813,183777062,49616542,35379140,0.008728,0.43854,0.377939,0.102037,0.072757,0.816479,0.457301,10499350,9863736,93.90%,1704914,17.30%,819231,497161,8421297,0.405066,0.939461
lib5115_C5TTHACXX,10156178,10156178,8613160,49.341769,0.500331,2933544,233410731,219063788,22094014,23607374,0.005854,0.465788,0.437158,0.04409,0.04711,0.902946,0.492377,10656859,10156181,95.30%,1543019,15.20%,290481,579772,6736606,0.480051,0.953018
lib5122_C5TTHACXX,8013394,8013394,6398974,49.341916,0.501164,3009426,175754594,168042180,22034992,26544171,0.007611,0.444515,0.425009,0.05573,0.067135,0.869524,0.5346,8456519,8013397,94.80%,1614421,20.10%,246934,444560,7535368,0.471436,0.9476
lib5123_C5TTHACXX,10152912,10152912,8460437,49.344367,0.50117,4119949,232892948,205660951,32742140,25559115,0.008224,0.46488,0.410522,0.065357,0.051019,0.875401,0.488058,10724378,10152915,94.70%,1692476,16.70%,513353,608715,7177383,0.451762,0.946713
lib5124_C5TTHACXX,7841817,7841817,5820395,49.335351,0.500636,2316349,152852852,166568812,25888811,39241370,0.005987,0.395103,0.430557,0.066919,0.101433,0.825661,0.573164,8236251,7841820,95.20%,2021423,25.80%,222803,402198,10561807,0.517763,0.95211
lib5127_C5TTHACXX,9879746,9879746,8137827,49.346554,0.500103,5124926,199184912,195436307,50924391,36847762,0.010512,0.40857,0.40088,0.104456,0.075582,0.80945,0.484828,10408607,9879749,94.90%,1741920,17.60%,829979,481682,8654186,0.427363,0.94919
lib5132_C5TTHACXX,9946921,9946921,8830549,49.34282,0.500021,4681598,218203719,188972675,54947992,23990942,0.009539,0.444591,0.385033,0.111957,0.048882,0.829624,0.424845,10500627,9946924,94.70%,1116373,11.20%,1075517,449662,4796138,0.375693,0.947269
lib5137_C64RUACXX,8878311,8878311,7382876,49.296858,0.500479,2403335,200007908,196273232,20196191,18779998,0.005491,0.456993,0.44846,0.046146,0.04291,0.905453,0.524511,9406631,8878314,94.40%,1495436,16.80%,281963,510226,6035539,0.461441,0.943835
lib5139_C64RUACXX,9977289,9977289,8448910,49.303985,0.500717,3918610,227643960,210673087,28053177,21617644,0.007966,0.462779,0.428279,0.05703,0.043947,0.891058,0.480685,10561508,9977292,94.50%,1528380,15.30%,437676,535025,6300434,0.444353,0.944684
